genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Ska,Guttermouth,Lipstick,56bdSSXc9itahBHmeX4QvW,37,0.0103,0.64,172227,0.959,0.0,A,0.149,-4.052,Major,0.0584,95.416,4/4,0.909
Movie,Hayley Mills,Johnny Jingo,7l8fzrpxEmddvgEk5MGMRZ,11,0.88,0.427,98750,0.511,0.00762,F#,0.188,-10.969,Major,0.0465,185.797,4/4,0.949
Comedy,Sam Kinison,Jesus the Miracle Caterer,1FpQiNCvJJy4yAAf8ADyk2,10,0.885,0.621,76933,0.501,0.0,F#,0.626,-17.135,Major,0.957,79.15,3/4,0.282
Soul,LSG,"All the Times (feat. Faith Evans, Coko & Missy Elliott)",0KHHrBbdvuJ6knLxj7dqkw,53,0.0687,0.732,291707,0.42,1.28e-06,F#,0.289,-6.867,Major,0.0514,137.45,4/4,0.473
R&B,PARTYNEXTDOOR,Relax With Me,3xse9bBOH5VJHjgljFn7xx,48,0.219,0.611,167467,0.856,0.0,C,0.0837,-5.063,Major,0.0529,158.914,4/4,0.697
Children’s Music,Wilco,"Jesus, etc.",4wd09wCccmxUB7XVJp0RNn,63,0.616,0.756,231000,0.28,0.00033,F,0.414,-14.27,Major,0.0296,109.413,4/4,0.695
Ska,Hepcat,Pharoah's Dreams,3bfUusiINCCzv5YDfgtQEY,33,0.0455,0.727,207093,0.615,0.0705,D#,0.0337,-8.87,Minor,0.0531,127.503,4/4,0.942
Electronic,Tropkillaz,Milk & Honey,21I0XRXb35k6VdJDxokEcW,51,0.078,0.698,194696,0.908,0.0,C#,0.323,-2.897,Minor,0.0531,99.992,4/4,0.602
Jazz,Frankie Ruiz,Desnúdate Mujer,65nL3OLuHHfEYxKkHMQ1fL,51,0.128,0.658,287120,0.744,2.39e-05,G,0.308,-10.057,Major,0.0365,99.613,4/4,0.9
Children’s Music,Neutral Milk Hotel,King of Carrot Flowers Pt. 1,17Nowmq4iF2rkbd1rAe1Vt,61,0.11,0.419,120427,0.519,0.889,F,0.409,-6.47,Major,0.0334,94.044,4/4,0.343
Classical,Andrea Bocelli,Fall On Me - Italian Version,4npbJdRzAXKpC92c4O8n7Y,39,0.538,0.292,258721,0.198,0.0,C#,0.11,-11.175,Major,0.0366,110.539,4/4,0.2
Jazz,The Budos Band,Into the Fog,0aqvtmAC4bSLkvLAXk9FVD,40,0.0175,0.524,287560,0.775,0.842,G,0.0481,-6.943,Major,0.0605,102.78,4/4,0.239
Electronic,AC Slater,Dope Boy,6kQKvhwzjaws8v3jChLz9n,34,0.0175,0.897,291000,0.619,0.638,A#,0.066,-6.349,Minor,0.0612,127.001,4/4,0.494
Dance,Justice,D.A.N.C.E,33yAEqzKXexYM3WlOYtTfQ,68,0.034,0.613,242267,0.962,0.0,F#,0.824,-5.07,Minor,0.278,113.015,4/4,0.496
Ska,Less Than Jake,All My Best Friends Are Metal Heads - Live,292U7EsjRLUYaKNriWA23Z,16,0.0434,0.398,201483,0.918,1.86e-05,E,0.379,-5.254,Major,0.19,95.575,4/4,0.55
Soul,St. Paul & The Broken Bones,Grass Is Greener,5ugEkJcLbQrAkCN2kH7j8S,54,0.432,0.34,254333,0.491,0.0387,G,0.226,-6.997,Major,0.0322,176.31,3/4,0.244
Alternative,Passion,Reckless Love - Live,0Yb8wF1HLvel0RYqHHeAUi,52,0.141,0.271,343320,0.685,3.92e-06,C,0.145,-4.535,Major,0.037,168.086,3/4,0.0839
Rock,Panic! At The Disco,Behind The Sea,6T2VGjZgDtJNC6t1yYYcOP,54,0.173,0.281,213427,0.679,4.38e-06,A,0.0919,-7.564,Major,0.0449,80.078,4/4,0.441
Reggae,The Wailers,400 Years - Jamaican Version,4YToePy23aX4BbaLkXT8df,49,0.232,0.746,182707,0.626,5.29e-06,C,0.0927,-5.133,Minor,0.0792,144.777,3/4,0.91
Movie,Janice Leca,Badest Heroes of All Time,1wus4f164I1VzNxzWCi0Ac,1,0.00079,0.438,257147,0.753,0.00133,D,0.07,-6.263,Major,0.0365,131.947,4/4,0.191
Ska,NOFX,"Food, Sex and Ewe",2Vi42EaXTVjY43siQP3U2w,28,0.00193,0.491,107400,0.801,9.35e-05,E,0.0436,-9.767,Minor,0.0363,116.122,4/4,0.711
Children’s Music,Linkin Park,LOST IN THE ECHO,2oNYsdCasRRlz1shXFAz7D,66,0.0154,0.546,205120,0.98,0.0,A,0.31,-3.02,Minor,0.0619,120.037,4/4,0.478
Alternative,Creed,Weathered,33P0xVFGIPfCB2ZBCTGTY9,49,0.000968,0.417,330240,0.935,4.18e-06,G,0.228,-4.658,Major,0.0547,143.893,4/4,0.318
Classical,Gustav Holst,"The Planets, Op.32: 4. Jupiter, The Bringer Of Jollity",59Id4KrBWiizuq53doxWtp,33,0.923,0.302,456000,0.313,0.865,G,0.306,-14.888,Minor,0.0394,138.801,4/4,0.283
Indie,Haux,Caves,6mHw0o12JUfDodSxMwp8TI,57,0.289,0.554,233240,0.318,0.397,D#,0.123,-13.288,Minor,0.0392,130.11,4/4,0.0565
Soundtrack,Two Steps from Hell,Compass,2LZQL0DctyP7L5h3QnnP2s,44,0.759,0.211,333802,0.382,0.941,F,0.0812,-11.942,Major,0.0317,144.014,4/4,0.102
Children’s Music,zack villere,The Fort,0pYtGkBAQdmZhPjzd6DLJ9,51,0.87,0.626,207568,0.484,0.00352,A,0.109,-9.372,Major,0.0384,147.916,4/4,0.273
Blues,Lead Belly,Goodnight Irene,6eutw3wM5mykm4L2lFpyuq,31,0.995,0.578,153693,0.315,0.00522,G#,0.106,-13.354,Major,0.0325,134.048,4/4,0.613
Folk,Brandi Carlile,Fulton County Jane Doe,67QNn7OMBtCRnLPG8ZUv62,53,0.147,0.504,283587,0.763,0.000218,B,0.111,-5.646,Major,0.0343,86.177,4/4,0.496
Folk,Steely Dan,Josie,2P6eZ3eCyWVhEhGNqMFBLv,51,0.261,0.735,270800,0.394,0.000364,B,0.0545,-11.333,Minor,0.0404,121.822,4/4,0.606
Indie,Modern Baseball,Rock Bottom,2fz0ZdAu8kcqdXQ3IuN3YP,51,0.00515,0.386,132811,0.917,0.0,C#,0.0334,-4.788,Major,0.115,149.975,4/4,0.619
Ska,The Toasters,East Side Beat,0iiKVXvMTQzBDkrUxhngIU,22,0.227,0.622,226640,0.86,0.00237,E,0.144,-11.157,Minor,0.0503,169.502,4/4,0.966
Folk,Lucy Rose,Strangest Of Ways,18km2HkEY0vrHxtJDHB8kk,56,0.743,0.651,206371,0.322,0.000147,B,0.101,-13.145,Minor,0.0384,89.94,3/4,0.243
Dance,Lost Kings,Look At Us Now,2idTnDVMIFBqdoHodX8WQc,56,0.00211,0.637,225687,0.851,0.0012,B,0.161,-3.501,Major,0.0433,132.929,4/4,0.39
Children's Music,The Wonder Kids,Friends,2WfCnMnFs73vDa4N4Nckfl,0,0.747,0.48,259986,0.411,4.29e-05,D,0.0791,-7.728,Major,0.0326,70.583,4/4,0.128
Ska,Vic Ruggiero,Lonely Nights,3jxX6PsvvPUwMDxCNp1iRc,18,0.728,0.66,208413,0.283,0.0,F,0.128,-10.136,Minor,0.0768,136.205,4/4,0.572
Children’s Music,Night Riots,On The Line,38UNYwvzzsPOQZ62YUQxbJ,55,0.00495,0.402,193589,0.735,0.000986,G#,0.0851,-5.101,Major,0.141,113.968,4/4,0.45
Comedy,Iliza Shlesinger,#partygoblin,6OlpaQYCdPi3ASu1wVXyUc,25,0.897,0.581,230555,0.811,0.0,G,0.679,-9.127,Major,0.95,77.358,3/4,0.445
Children’s Music,Lucky Daye,Misunderstood,3TwMU0E13ENUMxlPbR4u4d,53,0.597,0.405,217347,0.354,0.0,A#,0.0873,-9.21,Major,0.0427,88.435,3/4,0.135
Classical,Maurice Ravel,"Daphnis et Chloé, M. 57 / Troisième partie: Danse générale",4w8z0HgF8pBndim4tuvbLG,27,0.835,0.151,264160,0.391,0.824,E,0.144,-16.185,Major,0.0736,174.065,5/4,0.0717
Alternative,Pearl Jam,Given to Fly,3vL9lPWBuv0ZR3c5YmdhDl,55,0.000294,0.317,238867,0.764,0.099,G,0.0996,-7.076,Major,0.0282,101.173,4/4,0.341
World,Chris Tomlin,I Lift My Hands,4qGwoTBvRhJ7YGeoQGytJV,51,0.157,0.433,278013,0.542,6.56e-05,B,0.12,-5.589,Major,0.0264,83.938,4/4,0.158
Country,Murphy Elmore,Damn Good Kisser,1JtgK3YLvAuGxGN7lYda0w,39,0.00889,0.416,188808,0.846,0.0,G,0.0476,-4.211,Major,0.0471,164.128,4/4,0.746
Children’s Music,Rejjie Snow,PURPLE TUESDAY (feat. Joey Bada$$ & Jesse Boykins III),4Pd47r1xamgrYZb9qqDjE0,50,0.379,0.676,290333,0.458,0.0,C#,0.122,-6.172,Major,0.418,84.188,4/4,0.723
Reggaeton,Carlitos Rossy,A Medias,217ppEzJyju1cZs6GqEZF0,37,0.333,0.641,212245,0.702,0.0,A,0.151,-4.51,Major,0.0983,172.13,4/4,0.577
Soul,BAYNK,Years,1gpyaJipAYiLcH4GNcJUNk,50,0.74,0.649,214286,0.531,0.00146,F,0.132,-11.211,Major,0.306,112.046,4/4,0.381
Rap,Gunna,Drippin’,2UhmCSdcRWnB2DXyljiYba,61,0.0424,0.861,156735,0.365,0.0,C,0.122,-7.121,Minor,0.442,147.031,4/4,0.157
Blues,Lukas Nelson and Promise of the Real,Fool Me Once,1vd64QUVmxSHgyU3v4ZUyj,39,0.246,0.685,230640,0.566,0.0,F#,0.169,-6.169,Major,0.0355,144.173,4/4,0.669
Anime,FLOW,Word of the Voice,7ByuJTM3EJxopPygtopOUy,21,0.000508,0.396,228987,0.92,0.0,A#,0.306,-2.76,Major,0.049,165.069,4/4,0.69
Folk,Arcade Fire,Rococo,13uyMAetJNWMWJamO4aynQ,52,0.281,0.315,236773,0.861,0.295,G,0.266,-5.292,Major,0.0377,165.644,3/4,0.417
Alternative,Solange,We Deal With the Freak'n (intermission),0scYtiSe1lZlQt6vqWlcZC,47,0.725,0.447,31667,0.7,0.0,A#,0.157,-8.982,Major,0.303,62.92,4/4,0.545
Blues,Gary Clark Jr.,Travis County - Live,2IIBoNBF73l8j3JrlXtwom,39,0.319,0.284,222053,0.914,0.0176,G,0.707,-3.853,Minor,0.0652,168.965,4/4,0.594
Rap,Yunggoth✰,Idk How to Kill Myself,1Dy3UTkDu5vO1cPgiFYdSE,54,0.617,0.434,136620,0.656,0.00126,A#,0.107,-6.063,Major,0.0375,115.879,4/4,0.185
Children’s Music,Okkervil River,Lost Coastlines,2016zoJ6TxYzqjwQNMh3kw,51,0.0401,0.533,331800,0.783,0.0,A,0.109,-4.992,Major,0.0314,109.899,4/4,0.702
Children's Music,The Countdown Kids,Crazy,77FUPUtam4zg8S03dCrZ34,1,0.397,0.887,179680,0.375,0.00765,G#,0.118,-8.945,Major,0.0396,111.93,4/4,0.485
Alternative,The Ting Tings,Shut Up and Let Me Go,6tN0t7Y1bFI1ZU98Ou8Z3i,44,0.0109,0.852,171227,0.927,0.00268,G,0.054,-4.497,Major,0.0581,107.993,4/4,0.887
Rap,Sevyn Streeter,Been A Minute (feat. August Alsina),1PohntIPMZVnWP82dKQeLL,62,0.262,0.731,229808,0.432,0.0,G,0.12,-10.542,Minor,0.0931,102.592,4/4,0.248
World,Dean Evenson,Grass Reflecting on Pond,16AfWvnD8C6TM2wdE8RQrp,26,0.988,0.173,406400,0.159,0.919,D,0.111,-16.799,Minor,0.0361,91.464,4/4,0.0893
Hip-Hop,A$AP Mob,Hella Hoes,7MDKvOzNgAJ3KMCtaP2UOa,58,0.302,0.633,211965,0.853,0.0,G#,0.152,-6.491,Major,0.389,130.018,4/4,0.544
World,Every Nation Music,I'll Never Walk Alone (feat. Langelihle Mbonambi),4zGK30W3NyFkgDNbGkOPm9,42,0.00248,0.531,345664,0.665,0.0,C,0.958,-6.394,Major,0.0424,147.973,4/4,0.275
Alternative,One Day As A Lion,Wild International,2ww4JXJolWV7DmC5PFfZyu,43,0.00964,0.408,227760,0.895,0.0,C#,0.51,-6.027,Major,0.196,171.695,4/4,0.531
Anime,THE ORAL CIGARETTES,See the lights,3B9erMvGWwkKsXZYYW3yKO,25,0.0139,0.515,222387,0.991,0.0,B,0.15,-0.634,Minor,0.226,150.013,4/4,0.492
Classical,Johann Sebastian Bach,"Unaccompanied Cello Suite No. 2 in D Minor, BWV 1008: I. Prélude",2vO5wNNXjXU28OWp5gyHEO,41,0.963,0.199,252613,0.0356,0.937,D,0.11,-25.1,Minor,0.0564,94.771,4/4,0.18
Comedy,Monty Python,Brian Song - Pt. 2,0TbJDpEWxfqEKTR1rCfE9c,18,0.418,0.484,152440,0.73,2.63e-06,G,0.638,-4.171,Major,0.0415,106.826,4/4,0.312
World,Leonardo Gonçalves,"Deus Sabe, Deus Ouve, Deus Vê",6zBXX84px8wiiduSE99yhg,56,0.947,0.247,287502,0.231,0.00254,G,0.122,-12.091,Major,0.0319,79.514,3/4,0.125
Pop,Joss Favela,Quiero,2VBZiPe2p20LsoQZod4mIM,62,0.564,0.778,181244,0.431,0.0,C,0.127,-6.454,Minor,0.0482,96.464,4/4,0.843
Comedy,Christian Finnegan,Know Your Limits,71KAzL31PAx1NhDjmKaQ9h,23,0.898,0.519,210293,0.826,0.0,F#,0.663,-10.989,Major,0.93,125.256,3/4,0.237
Indie,Sam Fender,Hypersonic Missiles,4fB1OI42wuC0SirSR64qc1,57,0.000629,0.542,240281,0.818,1.22e-06,E,0.0876,-3.261,Major,0.0395,131.018,4/4,0.432
Reggaeton,Pedro Suárez-Vértiz,Si Escuchas a un Angel,4OZN1r8FyvLXnaZhdZH4f6,41,0.0432,0.763,181440,0.529,0.0257,C,0.0944,-13.75,Major,0.0338,107.205,4/4,0.963
Alternative,Electric Guest,Back For Me,2XkGsXn2ajii2gzxnZLYip,45,0.0859,0.721,201613,0.655,4.52e-05,E,0.0592,-4.747,Minor,0.0274,133.027,4/4,0.522
Reggaeton,Carlitos Rossy,Algo Mejor,0FCeSaClfCIklKrDrOX9j8,30,0.258,0.605,237744,0.537,0.000137,C,0.0804,-9.07,Minor,0.0491,180.056,4/4,0.922
Rock,Trace Adkins,Every Light In The House,2A7j0RLnzvvlUFrevBiOQf,59,0.539,0.637,179600,0.472,0.0,F,0.446,-7.295,Major,0.0271,129.236,4/4,0.349
Anime,Austin Wintory,And the Earth Did Not yet Bear a Name,4YBRZAVatvaiHfs4cgZUAR,34,0.942,0.149,171173,0.151,0.952,G,0.0759,-18.907,Major,0.0406,62.886,4/4,0.0366
Jazz,Walter Beasley,Barack's Groove,5c0eXApbTE7SLZMhMFHtju,37,0.672,0.696,229640,0.729,0.851,F,0.133,-6.812,Minor,0.0362,94.983,4/4,0.764
Alternative,Five Finger Death Punch,Got Your Six,4BSjvDSi3ZtrSavQqgu6jO,53,9.63e-05,0.535,178100,0.986,4.9e-06,E,0.0821,-4.483,Major,0.0965,76.473,4/4,0.353
Alternative,The Black Keys,Year in Review,0MV8NQXGDMR0EKX314JlN9,48,0.153,0.597,228120,0.776,6.05e-06,A,0.282,-6.958,Minor,0.0286,107.993,4/4,0.604
Hip-Hop,Aleman,Rucón,6TDtGJSk3MDTnM6nTDu5Zu,76,0.0196,0.863,168560,0.59,0.0,C#,0.093,-8.768,Major,0.5,161.98,4/4,0.579
Reggaeton,Amén,Fin del tiempo,4NqyLGFIkFGBPGQaCZ1BOI,49,0.691,0.564,186500,0.474,0.0,A,0.24,-5.919,Major,0.0289,141.457,4/4,0.382
Jazz,The Blackbyrds,Mysterious Vibes,6lqYjlQyDzNWE0MGc78b4c,43,0.0528,0.591,290067,0.335,0.00389,G#,0.102,-19.604,Minor,0.0273,92.691,4/4,0.712
Rock,Nine Inch Nails,The Hand That Feeds,5ugzDiilhy6ILKmKfhEzd7,60,0.0187,0.595,211680,0.985,0.000297,A,0.0666,-4.337,Minor,0.0885,128.006,4/4,0.462
Dance,Next,Butta Love,6fRLVZ4jKzuqyDPlIdbq9q,58,0.0972,0.735,296400,0.441,0.0,C#,0.0967,-8.412,Minor,0.0407,108.015,4/4,0.591
Anime,Yuki Hayashi,黒い弾丸,7lHiwbx4BHE5rBL8GRqjJ2,25,0.000322,0.425,261333,0.925,0.897,C,0.108,-6.841,Minor,0.0412,100.022,4/4,0.452
Blues,All Them Witches,Call Me Star,73dwPm6yqBlKMUekCGDvdA,32,0.581,0.591,234800,0.422,0.573,G,0.129,-9.25,Major,0.027,76.792,4/4,0.266
Reggae,Through The Roots,On This Vibe (Acoustic),1AcpTqDh8IeS40NCJWq4Cu,23,0.0822,0.88,269400,0.394,6.82e-05,C,0.131,-9.854,Major,0.0628,132.985,4/4,0.424
Alternative,Passion,How He Loves - Live,5z24Hr3TKxeyeLRKFRHuzB,49,0.637,0.214,283293,0.655,0.0,B,0.939,-7.492,Major,0.0507,101.854,4/4,0.271
Jazz,Bonobo,All In Forms,4SxoponB2oxqjuOSNYhTjb,47,0.102,0.701,291733,0.557,0.865,A,0.164,-8.816,Major,0.0291,109.995,4/4,0.586
Children's Music,Party Time Kids Band,Bunny Hop,7gfVDPGVmjWAIA5L0lbaAz,0,0.348,0.838,147692,0.786,0.496,F,0.121,-3.616,Major,0.0573,129.936,4/4,0.826
Soundtrack,Howard Shore,Rosalie,0ye509V7NJahQXEvKoB7kH,20,0.633,0.111,249240,0.178,0.926,E,0.098,-16.707,Minor,0.0387,66.781,5/4,0.0343
Country,Kenny Chesney,Back Where I Come From,4BbwjVS27IuC7bvN7qzAvS,49,0.142,0.593,236827,0.457,0.00221,F#,0.0553,-8.74,Major,0.0286,143.773,4/4,0.366
Jazz,Animals As Leaders,Crescent,0QkQT5EQz02GcM0gAA8cLI,39,0.000451,0.257,263623,0.985,0.831,G#,0.11,-4.443,Minor,0.2,149.867,1/4,0.326
Jazz,Etta James,I Just Want To Make Love To You - Single Version,3QnHWkNMY2mpy494Bis0ly,63,0.839,0.635,188827,0.563,2.9e-06,F,0.0725,-8.203,Minor,0.114,101.636,4/4,0.709
Comedy,George Carlin,In a Coma,68wrnHkzMKG9MdlTGgzM01,28,0.781,0.569,49387,0.709,0.0,F#,0.589,-10.608,Minor,0.958,70.808,5/4,0.527
Opera,Giuseppe Verdi,Il Trovatore: Tacea la notte,1zgcRkY6WURJtlZmfQbJFe,9,0.958,0.285,507427,0.128,0.000169,G#,0.144,-19.328,Major,0.052,93.732,4/4,0.0658
Children's Music,Kimbo Children's Music,A Tune for Tommy (4_4-Faster Tempo),1OUKWbn974WPAey18piKpz,0,0.84,0.83,101853,0.185,0.935,G#,0.106,-19.876,Major,0.12,114.197,4/4,0.857
Reggaeton,Reik,Ahora Sin Ti,19rOKybz13RIbraQ2Jyr9e,53,0.0721,0.49,177633,0.661,0.0,D,0.0887,-7.227,Major,0.0301,177.889,4/4,0.225
Rap,21 Savage,a lot,2t8yVaLvJ0RenpXUIAC52d,93,0.0395,0.837,288624,0.636,0.00125,C#,0.342,-7.643,Major,0.086,145.972,4/4,0.274
World,Mosaic MSC,Quiero Más,5RFnu8qarsB7iq1B18vfU4,36,0.0566,0.442,328160,0.456,3.23e-05,D,0.104,-9.296,Major,0.0338,175.949,4/4,0.318
Anime,Kenshi Yonezu,Kaijyuunomarch,0zjRclZfsZvW0uUrri0E4d,36,0.263,0.702,295720,0.809,0.0,E,0.0799,-4.494,Major,0.0271,113.989,4/4,0.733
Reggae,La Secta AllStar,Mi Amor Por Tí,3XoSX0a8YcFVM3JGmUUN2u,26,0.183,0.592,209360,0.475,1.03e-05,G#,0.112,-6.867,Major,0.0264,138.707,4/4,0.326
Comedy,Jeffrey Ross,Where The F*** Are My Keys?,7GkliuLqe8CSEsA6fo3SJC,11,0.78,0.572,126747,0.454,9.53e-05,C,0.232,-11.983,Minor,0.844,73.974,4/4,0.171
Soul,Minnie Riperton,Memory Lane,4yxshBFusW6MrIfb7tIs08,36,0.463,0.517,265989,0.55,0.000269,A,0.491,-7.6,Major,0.147,170.136,4/4,0.727
Folk,Haux,Touch,1EDVfFvmSSTFGHC9EVUauV,53,0.89,0.622,211000,0.406,0.00908,D#,0.123,-10.965,Minor,0.388,160.02,4/4,0.194
Folk,The Avett Brothers,Souls Like the Wheels,2cqqh4lhzUaE3guIHsIy3O,41,0.841,0.457,275747,0.176,0.161,E,0.108,-15.325,Major,0.0393,139.241,4/4,0.1
Dance,Don Diablo,Got The Love,5uhDr7OuXWgy0tJlrEB5dG,55,0.0314,0.654,196667,0.891,1.04e-05,E,0.262,-3.096,Minor,0.0792,126.016,4/4,0.251
Electronic,Bassnectar,Noise (feat. Donnis),59I57WowQqLc9ELssnw3kQ,42,0.00802,0.506,247286,0.946,5.6e-05,C,0.336,-2.701,Major,0.0592,139.949,4/4,0.279
Reggae,Gyptian,Sensi,10rT34ZwmF3haAKX2WZljV,28,0.0658,0.768,164107,0.605,0.0,C,0.0853,-6.532,Major,0.051,141.047,4/4,0.962
Jazz,The Brand New Heavies,Never Stop,4kJsd28kYN9n6X87Duf9Zp,31,0.00312,0.717,253333,0.81,0.000449,E,0.0654,-10.259,Major,0.0692,101.421,4/4,0.735
Rock,Aqualung,Brighter Than Sunshine,3W6UA36h0zahjxU709wLSI,50,0.229,0.314,241360,0.483,0.0269,B,0.564,-8.365,Major,0.0351,145.047,4/4,0.348
World,Bethel Music,Heaven’s Song,3wQ1ww0HQl2y0PV8xRnRyP,46,0.048,0.445,295983,0.373,0.837,F,0.293,-11.603,Major,0.0287,132.04,4/4,0.038
Hip-Hop,Quasimoto,Catchin' The Vibe,5HjXHLruir1Av0gpuiwVmq,51,0.133,0.904,163413,0.557,0.00261,C#,0.0926,-6.717,Major,0.34,90.844,4/4,0.819
Reggae,UB40,Red Red Wine,4uOKFydzAejjSFqYbv1XPt,76,0.00414,0.857,183113,0.468,1.32e-05,C#,0.269,-8.53,Major,0.0476,89.119,4/4,0.843
Country,Rascal Flatts,You Make My Dreams,20t3nSPDMXlGO2UQyDkeIh,47,0.168,0.583,191533,0.761,0.0,F,0.101,-5.077,Major,0.0387,164.105,4/4,0.831
Children’s Music,The 1975,She Way Out,0Ag6Du3bXVgBTG4rpbFxKG,53,0.00354,0.618,239252,0.861,0.0,E,0.1,-4.734,Minor,0.0366,116.971,4/4,0.248
Dance,Sash!,Ecuador - Original Radio Edit,1arJHhz6TxMV50SNvSmGnV,67,0.00223,0.591,212133,0.888,0.699,E,0.396,-6.836,Major,0.0354,132.885,4/4,0.588
Soul,Dave Hollister,Take Care Of Home,5i3lYkjBeJdbdNY383bJ1f,40,0.177,0.584,256493,0.604,0.0,G#,0.114,-7.673,Major,0.0427,72.983,4/4,0.716
Reggae,La Zimbabwe,Traición A La Mexicana,3TB8yNtLqwugHCols5sPx3,49,0.00346,0.721,250600,0.585,9.04e-05,A,0.0922,-10.193,Major,0.0789,91.212,4/4,0.653
World,Kent Henry,When I Look Into Your Holiness,5LrMWcFThXzQF0lnk6NCqv,35,0.769,0.207,215267,0.247,0.0,C,0.124,-15.075,Major,0.03,144.257,4/4,0.192
Hip-Hop,Casper Magico,Te Boté,42FWqCxAw5aG1FvjyVjIlH,67,0.401,0.918,275693,0.602,7.28e-06,E,0.0805,-3.986,Minor,0.115,96.518,4/4,0.158
Dance,William Singe,679,5u8a36gfNB7YSAi5M30a9G,52,0.204,0.484,116532,0.356,0.0,C#,0.101,-10.33,Major,0.328,168.038,4/4,0.546
Reggae,The Ethiopians,Everything Crash,5zmWqhwriJRLBRDEKBAk8t,38,0.314,0.927,157333,0.547,0.0128,C,0.0517,-6.786,Major,0.0604,117.418,4/4,0.921
Alternative,Atmosphere,Sound Is Vibration,1vMM8ZJL9T2XHSwo7V5aL5,47,0.0315,0.779,237200,0.712,0.0,G,0.353,-9.162,Major,0.357,88.042,4/4,0.495
Children’s Music,The Neighbourhood,Leaving Tonight,6C0T7QMpmeDoDkke32Ctqb,52,0.0149,0.566,203880,0.681,0.0,A,0.104,-5.443,Minor,0.0299,119.916,4/4,0.187
R&B,Kevin Garrett,Coloring,6OtjKr7zn85Krff67wJuxJ,57,0.441,0.632,219653,0.273,0.0832,C,0.115,-9.987,Major,0.0274,76.006,4/4,0.196
Pop,Big Time Rush,Windows Down,3oLXQgbcC34Oo4gFHCeTmi,55,0.00456,0.619,192933,0.931,0.0,B,0.0996,-3.44,Minor,0.068,129.957,4/4,0.82
Rap,Fergie,Fergalicious,1D066zixBwqFYqBhKgdPzp,72,0.0568,0.904,292373,0.598,0.0,G#,0.111,-7.651,Minor,0.337,129.055,4/4,0.785
Rock,Passion,Behold The Lamb - Live,7m1uhobCwJge89ffM6r1Ip,33,0.161,0.314,309093,0.59,0.0,C,0.0916,-7.52,Major,0.0338,74.952,4/4,0.148
Folk,Dan Owen,Made to Love You - Acoustic,7xNQMVeEgXQf0xUsTlcpMP,57,0.879,0.361,207867,0.153,0.0,C,0.0918,-10.296,Major,0.0332,80.794,4/4,0.128
Ska,Transplants,D.R.E.A.M.,14tgX5dfPaXfWsbnCj6tlX,33,0.0266,0.718,282093,0.868,1.34e-05,G,0.239,-4.674,Major,0.12,91.915,4/4,0.465
Electronic,Bassnectar,Music Is The Drug,7EArBG83gZls70WtjKoGFq,46,0.00963,0.597,254143,0.755,0.0578,D,0.099,-5.487,Minor,0.0455,140.037,4/4,0.102
Classical,Johann Sebastian Bach,"Violin Concerto in E Major, BWV 1042: I. Allegro",4CnBYWrWRTGS2pCX4jiccO,42,0.83,0.519,411520,0.421,5.1e-06,E,0.281,-10.946,Major,0.0438,107.261,4/4,0.71
Reggaeton,Lasso,Sin Otro Sentido,31JODuTYqJlBdNaKVTyePi,42,0.346,0.708,213707,0.781,0.0,B,0.117,-5.504,Major,0.0502,94.405,4/4,0.751
Opera,Anne Sofie von Otter,This House Is Empty Now,3ro5diZOQ4lqaYpA6gpPjU,25,0.963,0.411,278293,0.14,0.00043,C#,0.0946,-13.026,Minor,0.0464,81.49,4/4,0.131
R&B,Big Sean,Paradise,5se6K8sonaVJGu1mjj6ItC,48,0.0602,0.795,148133,0.63,0.0,G#,0.11,-5.71,Minor,0.256,127.954,4/4,0.222
Children’s Music,The Goo Goo Dolls,Use Me,0PFfAiEFREC6PugLPN03aa,51,0.0763,0.538,200387,0.729,0.0108,C#,0.117,-4.982,Major,0.0397,88.053,4/4,0.554
Opera,Alessandro Scarlatti,"Sei Concerti in sette parte per due violini e violoncello obligato, con in piu due violini, un tenore e basso continuo, Concerto grosso No. 2 in C minor: II. Grave",5QTWDvkwv0KR3u5ZM09T2r,8,0.881,0.198,199213,0.0631,0.849,B,0.214,-21.413,Minor,0.04,107.69,4/4,0.0353
Anime,Utsu-P,子供の世界,6SDEqfdSPdvVF9i44JhNtt,16,0.000205,0.376,233884,0.98,0.693,B,0.0407,-3.933,Minor,0.0993,199.932,4/4,0.675
Soundtrack,Nicholas Britell,What Have They Done? (Bonus Track),5GZjbGdJPv2d42tfOu6j0v,40,0.979,0.162,75813,0.104,0.899,E,0.121,-17.303,Minor,0.037,59.168,4/4,0.1
Hip-Hop,Mac Miller,Stay,4brX8MJs5hxErgq48f9REO,68,0.566,0.742,326427,0.561,0.000135,F#,0.641,-7.017,Major,0.139,134.01,4/4,0.55
Indie,Bryce Vine,Drew Barrymore,0OgGn1ofaj55l2PcihQQGV,78,0.493,0.763,190472,0.572,0.00118,B,0.106,-7.312,Minor,0.0595,151.93,4/4,0.25
Opera,Jessye Norman,"5 Wesendonk Lieder: ""Träume""",4cMWN8PsI9NueHhpBmwCez,11,0.995,0.24,291867,0.0644,0.59,G#,0.118,-21.605,Major,0.0485,76.81,4/4,0.0366
